outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
case,JAN 2022,202203,80+,vax with updated booster,,,15270,760210.1,,2008.655239,,,,,,,,,1
case,JAN 2022,202203,all_ages,vaccinated,734486,95228551.7,640031,28181178.6,,,,823.7719123,2370.763872,2.87793725,941.1406264,2577.851086,2.739071094,,1
case,JAN 2022,202203,all_ages,vax with updated booster,,,640031,28181178.6,,,,,2370.763872,,,2577.851086,,,1
case,JAN 2022,202204,12-17,vaccinated,37113,6921120,56707,5161149,536.2282405,1098.72821,2.048993556,,,,,,,,0
case,JAN 2022,202204,12-17,vax with updated booster,,,56707,5161149,,1098.72821,,,,,,,,,0
case,JAN 2022,202204,18-29,vaccinated,90442,16371322,121627,9521850.45,552.4416415,1277.346254,2.312183148,,,,,,,,1
case,JAN 2022,202204,18-29,vax with updated booster,,,121627,9521850.45,,1277.346254,,,,,,,,,1
case,JAN 2022,202204,30-49,vaccinated,182782,30377599,173661,10767644.1,601.6999566,1612.804049,2.68041244,,,,,,,,1
case,JAN 2022,202204,30-49,vax with updated booster,,,173661,10767644.1,,1612.804049,,,,,,,,,1
case,JAN 2022,202204,5-11,vaccinated,18607,2728893,88114,11014907,681.8515786,799.9522828,1.173205882,,,,,,,,0
case,JAN 2022,202204,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,JAN 2022,202204,50-64,vaccinated,118183,25076278,90317,5190102.65,471.2940254,1740.177528,3.692339462,,,,,,,,1
case,JAN 2022,202204,50-64,vax with updated booster,,,90317,5190102.65,,1740.177528,,,,,,,,,1
case,JAN 2022,202204,65-79,vaccinated,66033,18425190.7,41169,1602959.2,358.3843504,2568.312406,7.166363161,,,,,,,,1
case,JAN 2022,202204,65-79,vax with updated booster,,,41169,1602959.2,,2568.312406,,,,,,,,,1
case,JAN 2022,202204,80+,vaccinated,20144,5310576,12816,755634.1,379.3185523,1696.058979,4.471331467,,,,,,,,1
case,JAN 2022,202204,80+,vax with updated booster,,,12816,755634.1,,1696.058979,,,,,,,,,1
case,JAN 2022,202204,all_ages,vaccinated,477584,95560965.7,439590,27838190.5,,,,524.2374599,1689.664941,3.223090814,941.1406264,2577.851086,2.739071094,,1
case,JAN 2022,202204,all_ages,vax with updated booster,,,439590,27838190.5,,,,,1689.664941,,,2577.851086,,,1
case,FEB 2022,202205,12-17,vaccinated,18105,6986765,27441,5100263,259.1328032,538.031078,2.076275451,,,,,,,,0
case,FEB 2022,202205,12-17,vax with updated booster,,,27441,5100263,,538.031078,,,,,,,,,0
case,FEB 2022,202205,18-29,vaccinated,47327,16459380,61576,9422069.45,287.5381697,653.5294643,2.27284421,,,,,,,,1
case,FEB 2022,202205,18-29,vax with updated booster,,,61576,9422069.45,,653.5294643,,,,,,,,,1
case,FEB 2022,202205,30-49,vaccinated,97696,30492420,88738,10652038.1,320.39438,833.0612336,2.60011188,,,,,,,,1
case,FEB 2022,202205,30-49,vax with updated booster,,,88738,10652038.1,,833.0612336,,,,,,,,,1
case,FEB 2022,202205,5-11,vaccinated,11250,2921327,44920,10884012,385.0989636,412.7154582,1.071712721,,,,,,,,0
case,FEB 2022,202205,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,FEB 2022,202205,50-64,vaccinated,64972,25133947,49139,5146920.3,258.5029721,954.7262661,3.69328932,,,,,,,,1
case,FEB 2022,202205,50-64,vax with updated booster,,,49139,5146920.3,,954.7262661,,,,,,,,,1
case,FEB 2022,202205,65-79,vaccinated,40661,18444807.7,24881,1593807.2,220.4468632,1561.104756,7.081546697,,,,,,,,1
case,FEB 2022,202205,65-79,vax with updated booster,,,24881,1593807.2,,1561.104756,,,,,,,,,1
case,FEB 2022,202205,80+,vaccinated,13531,5315546,8349,752164.1,254.5552235,1109.99714,4.360535702,,,,,,,,1
case,FEB 2022,202205,80+,vax with updated booster,,,8349,752164.1,,1109.99714,,,,,,,,,1
case,FEB 2022,202205,all_ages,vaccinated,264187,95846100.7,232683,27566999.15,,,,285.3160342,922.6021776,3.233614894,154.1821506,498.1067353,3.230638133,,1
case,FEB 2022,202205,all_ages,vax with updated booster,,,232683,27566999.15,,,,,922.6021776,,,498.1067353,,,1
case,FEB 2022,202206,12-17,vaccinated,10078,7046882,14741,5055517,143.0136052,291.5824435,2.038844089,,,,,,,,0
case,FEB 2022,202206,12-17,vax with updated booster,,,14741,5055517,,291.5824435,,,,,,,,,0
case,FEB 2022,202206,18-29,vaccinated,28041,16542546,35081,9344896.45,169.5083695,375.4027686,2.214656242,,,,,,,,1
case,FEB 2022,202206,18-29,vax with updated booster,,,35081,9344896.45,,375.4027686,,,,,,,,,1
case,FEB 2022,202206,30-49,vaccinated,56810,30598464,49481,10559887.1,185.6629143,468.5750854,2.523794734,,,,,,,,1
case,FEB 2022,202206,30-49,vax with updated booster,,,49481,10559887.1,,468.5750854,,,,,,,,,1
case,FEB 2022,202206,5-11,vaccinated,7011,3114061,24066,10783921,225.1400984,223.1655814,0.9912298298,,,,,,,,0
case,FEB 2022,202206,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,FEB 2022,202206,50-64,vaccinated,39000,25184666,28701,5114633.3,154.8561335,561.1545993,3.623715681,,,,,,,,1
case,FEB 2022,202206,50-64,vax with updated booster,,,28701,5114633.3,,561.1545993,,,,,,,,,1
case,FEB 2022,202206,65-79,vaccinated,26713,18462282.7,16644,1586897.2,144.6895838,1048.839206,7.248892276,,,,,,,,1
case,FEB 2022,202206,65-79,vax with updated booster,,,16644,1586897.2,,1048.839206,,,,,,,,,1
case,FEB 2022,202206,80+,vaccinated,9503,5319640,5685,749295.1,178.639908,758.7130891,4.247164577,,,,,,,,1
case,FEB 2022,202206,80+,vax with updated booster,,,5685,749295.1,,758.7130891,,,,,,,,,1
case,FEB 2022,202206,all_ages,vaccinated,160067,96107598.7,135592,27355609.15,,,,170.5024837,552.9425167,3.243017373,154.1821506,498.1067353,3.230638133,,1
case,FEB 2022,202206,all_ages,vax with updated booster,,,135592,27355609.15,,,,,552.9425167,,,498.1067353,,,1
case,FEB 2022,202207,12-17,vaccinated,5610,7114166,7672,5010076,78.85674863,153.1314096,1.941893525,,,,,,,,0
case,FEB 2022,202207,12-17,vax with updated booster,,,7672,5010076,,153.1314096,,,,,,,,,0
case,FEB 2022,202207,18-29,vaccinated,17142,16630866,20789,9273115.45,103.0734058,224.1857131,2.17501024,,,,,,,,1
case,FEB 2022,202207,18-29,vax with updated booster,,,20789,9273115.45,,224.1857131,,,,,,,,,1
case,FEB 2022,202207,30-49,vaccinated,32456,30709312,26741,10474708.1,105.6878122,255.2911236,2.415520941,,,,,,,,1
case,FEB 2022,202207,30-49,vax with updated booster,,,26741,10474708.1,,255.2911236,,,,,,,,,1
case,FEB 2022,202207,5-11,vaccinated,4126,3308039,12116,10703641,124.7264618,113.1951268,0.9075470044,,,,,,,,0
case,FEB 2022,202207,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,FEB 2022,202207,50-64,vaccinated,22689,25235968,16243,5086296.3,89.90738933,319.3482849,3.55196928,,,,,,,,1
case,FEB 2022,202207,50-64,vax with updated booster,,,16243,5086296.3,,319.3482849,,,,,,,,,1
case,FEB 2022,202207,65-79,vaccinated,16445,18478295.7,9751,1580885.2,88.99630284,616.806331,6.930696123,,,,,,,,1
case,FEB 2022,202207,65-79,vax with updated booster,,,9751,1580885.2,,616.806331,,,,,,,,,1
case,FEB 2022,202207,80+,vaccinated,6210,5323656,3525,746739.1,116.6491599,472.052421,4.046770859,,,,,,,,1
case,FEB 2022,202207,80+,vax with updated booster,,,3525,746739.1,,472.052421,,,,,,,,,1
case,FEB 2022,202207,all_ages,vaccinated,94942,96378097.7,77049,27161744.15,,,,100.3359781,316.5726004,3.155125473,154.1821506,498.1067353,3.230638133,,1
case,FEB 2022,202207,all_ages,vax with updated booster,,,77049,27161744.15,,,,,316.5726004,,,498.1067353,,,1
case,FEB 2022,202208,12-17,vaccinated,2866,7173788,4031,4970465,39.95099939,81.0990521,2.029963038,,,,,,,,0
case,FEB 2022,202208,12-17,vax with updated booster,,,4031,4970465,,81.0990521,,,,,,,,,0
case,FEB 2022,202208,18-29,vaccinated,10700,16714006,12548,9214990.45,64.01816536,136.1694303,2.127043622,,,,,,,,1
case,FEB 2022,202208,18-29,vax with updated booster,,,12548,9214990.45,,136.1694303,,,,,,,,,1
case,FEB 2022,202208,30-49,vaccinated,19541,30810606,16085,10405354.1,63.42296546,154.5838791,2.437348648,,,,,,,,1
case,FEB 2022,202208,30-49,vax with updated booster,,,16085,10405354.1,,154.5838791,,,,,,,,,1
case,FEB 2022,202208,5-11,vaccinated,2182,3478106,6169,10632233,62.73529329,58.02167804,0.9248650162,,,,,,,,0
case,FEB 2022,202208,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,FEB 2022,202208,50-64,vaccinated,13963,25280558,9563,5063729.3,55.23216695,188.8529073,3.419255802,,,,,,,,1
case,FEB 2022,202208,50-64,vax with updated booster,,,9563,5063729.3,,188.8529073,,,,,,,,,1
case,FEB 2022,202208,65-79,vaccinated,10517,18492330.7,5925,1576457.65,56.87222541,375.8426368,6.608544577,,,,,,,,1
case,FEB 2022,202208,65-79,vax with updated booster,,,5925,1576457.65,,375.8426368,,,,,,,,,1
case,FEB 2022,202208,80+,vaccinated,4197,5327033,2380,744752.1,78.78682186,319.5694245,4.056127877,,,,,,,,1
case,FEB 2022,202208,80+,vax with updated booster,,,2380,744752.1,,319.5694245,,,,,,,,,1
case,FEB 2022,202208,all_ages,vaccinated,58918,96624533.7,46501,27005283.6,,,,61.76580391,192.679473,3.119516962,154.1821506,498.1067353,3.230638133,,1
case,FEB 2022,202208,all_ages,vax with updated booster,,,46501,27005283.6,,,,,192.679473,,,498.1067353,,,1
case,MAR 2022,202209,12-17,vaccinated,2338,7223175,2877,4941667,32.3680376,58.21922036,1.798663888,,,,,,,,0
case,MAR 2022,202209,12-17,vax with updated booster,,,2877,4941667,,58.21922036,,,,,,,,,0
case,MAR 2022,202209,18-29,vaccinated,8123,16787981,8394,9164127.45,48.38580649,91.59628176,1.893040303,,,,,,,,1
case,MAR 2022,202209,18-29,vax with updated booster,,,8394,9164127.45,,91.59628176,,,,,,,,,1
case,MAR 2022,202209,30-49,vaccinated,13821,30898538,10606,10347508.1,44.7302717,102.4981077,2.291470716,,,,,,,,1
case,MAR 2022,202209,30-49,vax with updated booster,,,10606,10347508.1,,102.4981077,,,,,,,,,1
case,MAR 2022,202209,5-11,vaccinated,1959,3612511,4111,10578493,54.22820858,38.86186813,0.7166356616,,,,,,,,0
case,MAR 2022,202209,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202209,50-64,vaccinated,9793,25318307,6687,5045487.3,38.6795215,132.5342747,3.426471414,,,,,,,,1
case,MAR 2022,202209,50-64,vax with updated booster,,,6687,5045487.3,,132.5342747,,,,,,,,,1
case,MAR 2022,202209,65-79,vaccinated,7481,18505136.7,4223,1572863.45,40.42661301,268.4912031,6.641446887,,,,,,,,1
case,MAR 2022,202209,65-79,vax with updated booster,,,4223,1572863.45,,268.4912031,,,,,,,,,1
case,MAR 2022,202209,80+,vaccinated,2909,5330362,1583,742988.1,54.57415463,213.0585941,3.904020054,,,,,,,,1
case,MAR 2022,202209,80+,vax with updated booster,,,1583,742988.1,,213.0585941,,,,,,,,,1
case,MAR 2022,202209,all_ages,vaccinated,42127,96840324.7,31493,26872974.4,,,,44.19935851,131.9871315,2.986177536,39.2588065,90.44318672,2.303768117,,1
case,MAR 2022,202209,all_ages,vax with updated booster,,,31493,26872974.4,,,,,131.9871315,,,90.44318672,,,1
case,MAR 2022,202210,12-17,vaccinated,1683,7265768,1979,4919943,23.16341507,40.22404325,1.73653337,,,,,,,,0
case,MAR 2022,202210,12-17,vax with updated booster,,,1979,4919943,,40.22404325,,,,,,,,,0
case,MAR 2022,202210,18-29,vaccinated,6131,16849132,5635,9122823.45,36.38763113,61.76815797,1.697504236,,,,,,,,1
case,MAR 2022,202210,18-29,vax with updated booster,,,5635,9122823.45,,61.76815797,,,,,,,,,1
case,MAR 2022,202210,30-49,vaccinated,10324,30969268,6970,10302289.1,33.33627388,67.65486711,2.029466981,,,,,,,,1
case,MAR 2022,202210,30-49,vax with updated booster,,,6970,10302289.1,,67.65486711,,,,,,,,,1
case,MAR 2022,202210,5-11,vaccinated,1511,3720188,2960,10533904,40.61622692,28.09974346,0.6918353965,,,,,,,,0
case,MAR 2022,202210,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202210,50-64,vaccinated,7255,25348809,4283,5031406.3,28.62067405,85.12530582,2.974259295,,,,,,,,1
case,MAR 2022,202210,50-64,vax with updated booster,,,4283,5031406.3,,85.12530582,,,,,,,,,1
case,MAR 2022,202210,65-79,vaccinated,5423,18515603.7,2616,1569898.45,29.28881006,166.634982,5.689373575,,,,,,,,1
case,MAR 2022,202210,65-79,vax with updated booster,,,2616,1569898.45,,166.634982,,,,,,,,,1
case,MAR 2022,202210,80+,vaccinated,2072,5333011,1021,741516.1,38.85234814,137.6908741,3.543952444,,,,,,,,1
case,MAR 2022,202210,80+,vax with updated booster,,,1021,741516.1,,137.6908741,,,,,,,,,1
case,MAR 2022,202210,all_ages,vaccinated,31205,97015823.7,20525,26767933.4,,,,32.78241727,85.46714687,2.607103258,39.2588065,90.44318672,2.303768117,,1
case,MAR 2022,202210,all_ages,vax with updated booster,,,20525,26767933.4,,,,,85.46714687,,,90.44318672,,,1
case,MAR 2022,202211,12-17,vaccinated,1977,7299322,1909,4900534,27.08470732,38.95493838,1.438263221,,,,,,,,0
case,MAR 2022,202211,12-17,vax with updated booster,,,1909,4900534,,38.95493838,,,,,,,,,0
case,MAR 2022,202211,18-29,vaccinated,5917,16899943,4843,9086167.45,35.01195241,53.30080066,1.522360137,,,,,,,,1
case,MAR 2022,202211,18-29,vax with updated booster,,,4843,9086167.45,,53.30080066,,,,,,,,,1
case,MAR 2022,202211,30-49,vaccinated,10687,31027646,6288,10262317.1,34.44347663,61.27271199,1.778935171,,,,,,,,1
case,MAR 2022,202211,30-49,vax with updated booster,,,6288,10262317.1,,61.27271199,,,,,,,,,1
case,MAR 2022,202211,5-11,vaccinated,1592,3800286,2693,10497561,41.89158395,25.65357801,0.6123802346,,,,,,,,0
case,MAR 2022,202211,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202211,50-64,vaccinated,7178,25372887,3631,5019263.3,28.29004047,72.34129359,2.557129378,,,,,,,,1
case,MAR 2022,202211,50-64,vax with updated booster,,,3631,5019263.3,,72.34129359,,,,,,,,,1
case,MAR 2022,202211,65-79,vaccinated,4881,18524152.7,2260,1567166.45,26.34938331,144.2093148,5.472967361,,,,,,,,1
case,MAR 2022,202211,65-79,vax with updated booster,,,2260,1567166.45,,144.2093148,,,,,,,,,1
case,MAR 2022,202211,80+,vaccinated,1787,5335306,845,740160.1,33.49386146,114.1644895,3.408519788,,,,,,,,1
case,MAR 2022,202211,80+,vax with updated booster,,,845,740160.1,,114.1644895,,,,,,,,,1
case,MAR 2022,202211,all_ages,vaccinated,30450,97159934.7,17867,26675074.4,,,,32.26574513,74.56054619,2.310826727,39.2588065,90.44318672,2.303768117,,1
case,MAR 2022,202211,all_ages,vax with updated booster,,,17867,26675074.4,,,,,74.56054619,,,90.44318672,,,1
case,MAR 2022,202212,12-17,vaccinated,2187,7325597,2091,4878808,29.85422212,42.85882945,1.435603623,,,,,,,,0
case,MAR 2022,202212,12-17,vax with updated booster,,,2091,4878808,,42.85882945,,,,,,,,,0
case,MAR 2022,202212,18-29,vaccinated,8452,16941195,5883,9049948.45,49.89022321,65.00589514,1.302978639,,,,,,,,1
case,MAR 2022,202212,18-29,vax with updated booster,,,5883,9049948.45,,65.00589514,,,,,,,,,1
case,MAR 2022,202212,30-49,vaccinated,12933,31074754,6599,10222938.1,41.61899399,64.55091418,1.550996504,,,,,,,,1
case,MAR 2022,202212,30-49,vax with updated booster,,,6599,10222938.1,,64.55091418,,,,,,,,,1
case,MAR 2022,202212,5-11,vaccinated,1879,3863324,3084,10462723,48.63687332,29.47607425,0.6060437737,,,,,,,,0
case,MAR 2022,202212,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202212,50-64,vaccinated,8330,25392165,3631,5006994.3,32.80539489,72.51855669,2.210568016,,,,,,,,1
case,MAR 2022,202212,50-64,vax with updated booster,,,3631,5006994.3,,72.51855669,,,,,,,,,1
case,MAR 2022,202212,65-79,vaccinated,5372,18531315.7,2036,1564603.45,28.98876738,130.1288195,4.488939383,,,,,,,,1
case,MAR 2022,202212,65-79,vax with updated booster,,,2036,1564603.45,,130.1288195,,,,,,,,,1
case,MAR 2022,202212,80+,vaccinated,1842,5337227,706,738865.1,34.51230386,95.55194852,2.768634308,,,,,,,,1
case,MAR 2022,202212,80+,vax with updated booster,,,706,738865.1,,95.55194852,,,,,,,,,1
case,MAR 2022,202212,all_ages,vaccinated,36929,97276656.7,18855,26583349.4,,,,39.7204653,75.87105707,1.910125083,39.2588065,90.44318672,2.303768117,,1
case,MAR 2022,202212,all_ages,vax with updated booster,,,18855,26583349.4,,,,,75.87105707,,,90.44318672,,,1
case,MAR 2022,202213,12-17,vaccinated,2432,7348689,1951,4855008,33.09433832,40.18530968,1.214265392,,,,,,,,0
case,MAR 2022,202213,12-17,vax with updated booster,,,1951,4855008,,40.18530968,,,,,,,,,0
case,MAR 2022,202213,18-29,vaccinated,9812,16978481,6755,9017155.45,57.79080001,74.91275977,1.296274835,,,,,,,,1
case,MAR 2022,202213,18-29,vax with updated booster,,,6755,9017155.45,,74.91275977,,,,,,,,,1
case,MAR 2022,202213,30-49,vaccinated,15728,31116409,7534,10187181.1,50.54567833,73.95568927,1.463145648,,,,,,,,1
case,MAR 2022,202213,30-49,vax with updated booster,,,7534,10187181.1,,73.95568927,,,,,,,,,1
case,MAR 2022,202213,5-11,vaccinated,2073,3917883,2766,10426677,52.91122782,26.5281067,0.5013700833,,,,,,,,0
case,MAR 2022,202213,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202213,50-64,vaccinated,10204,25408982,3926,4995202.3,40.15902723,78.59541544,1.957104563,,,,,,,,1
case,MAR 2022,202213,50-64,vax with updated booster,,,3926,4995202.3,,78.59541544,,,,,,,,,1
case,MAR 2022,202213,65-79,vaccinated,6274,18537674.7,2070,1561469.45,33.84459001,132.5674351,3.916946108,,,,,,,,1
case,MAR 2022,202213,65-79,vax with updated booster,,,2070,1561469.45,,132.5674351,,,,,,,,,1
case,MAR 2022,202213,80+,vaccinated,1965,5338985,808,737442.1,36.80474847,109.567924,2.977005104,,,,,,,,1
case,MAR 2022,202213,80+,vax with updated booster,,,808,737442.1,,109.567924,,,,,,,,,1
case,MAR 2022,202213,all_ages,vaccinated,43983,97380531.7,21093,26498450.4,,,,47.29964024,84.04586749,1.776881749,39.2588065,90.44318672,2.303768117,,1
case,MAR 2022,202213,all_ages,vax with updated booster,,,21093,26498450.4,,,,,84.04586749,,,90.44318672,,,1
case,APR 2022,202214,12-17,vaccinated,3163,7368811,2358,4834583,42.92415696,48.7735964,1.136273834,,,,,,,,0
case,APR 2022,202214,12-17,vax with updated booster,,,2358,4834583,,48.7735964,,,,,,,,,0
case,APR 2022,202214,18-29,vaccinated,12827,17008928,8485,8986512.45,75.41333587,94.41927608,1.252023598,,,,,,,,1
case,APR 2022,202214,18-29,vax with updated booster,,,8485,8986512.45,,94.41927608,,,,,,,,,1
case,APR 2022,202214,30-49,vaccinated,21093,31150559,9358,10155125.1,67.71307057,92.15051423,1.360896994,,,,,,,,1
case,APR 2022,202214,30-49,vax with updated booster,,,9358,10155125.1,,92.15051423,,,,,,,,,1
case,APR 2022,202214,5-11,vaccinated,2686,3965369,3306,10381064,67.73644521,31.84644657,0.4701523156,,,,,,,,0
case,APR 2022,202214,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,APR 2022,202214,50-64,vaccinated,14139,25423492,5036,4980173.3,55.61391803,101.1209791,1.818267489,,,,,,,,1
case,APR 2022,202214,50-64,vax with updated booster,,,5036,4980173.3,,101.1209791,,,,,,,,,1
case,APR 2022,202214,65-79,vaccinated,8652,18543836.7,2576,1552863.45,46.65701138,165.8870907,3.555458993,,,,,,,,1
case,APR 2022,202214,65-79,vax with updated booster,,,2576,1552863.45,,165.8870907,,,,,,,,,1
case,APR 2022,202214,80+,vaccinated,2818,5340874,922,733408.1,52.76289985,125.7144556,2.382629763,,,,,,,,1
case,APR 2022,202214,80+,vax with updated booster,,,922,733408.1,,125.7144556,,,,,,,,,1
case,APR 2022,202214,all_ages,vaccinated,59529,97467689.7,26377,26408082.4,,,,63.61906923,105.2023159,1.653628656,90.54816397,149.7895847,1.654253142,,1
case,APR 2022,202214,all_ages,vax with updated booster,,,26377,26408082.4,,,,,105.2023159,,,149.7895847,,,1
case,APR 2022,202215,12-17,vaccinated,3714,7385177,2558,4820311,50.28992535,53.06711538,1.055223586,,,,,,,,0
case,APR 2022,202215,12-17,vax with updated booster,,,2558,4820311,,53.06711538,,,,,,,,,0
case,APR 2022,202215,18-29,vaccinated,16145,17035485,10343,8956188.45,94.77276403,115.4843945,1.218539901,,,,,,,,1
case,APR 2022,202215,18-29,vax with updated booster,,,10343,8956188.45,,115.4843945,,,,,,,,,1
case,APR 2022,202215,30-49,vaccinated,27423,31179839,11771,10123423.1,87.95106351,116.2748991,1.322040854,,,,,,,,1
case,APR 2022,202215,30-49,vax with updated booster,,,11771,10123423.1,,116.2748991,,,,,,,,,1
case,APR 2022,202215,5-11,vaccinated,3284,4003625,3912,10356236,82.02566424,37.77434195,0.4605185743,,,,,,,,0
case,APR 2022,202215,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,APR 2022,202215,50-64,vaccinated,19239,25440965,6460,4964806.3,75.62213147,130.1158516,1.720605451,,,,,,,,1
case,APR 2022,202215,50-64,vax with updated booster,,,6460,4964806.3,,130.1158516,,,,,,,,,1
case,APR 2022,202215,65-79,vaccinated,11886,18554598.7,3351,1543494.45,64.05959079,217.1047651,3.389106337,,,,,,,,1
case,APR 2022,202215,65-79,vax with updated booster,,,3351,1543494.45,,217.1047651,,,,,,,,,1
case,APR 2022,202215,80+,vaccinated,4146,5344818,1232,728569.1,77.57046171,169.0985797,2.179935196,,,,,,,,1
